company_google_maps_url|company_name|company_avg_rating|company_number_of_ratings|company_category|company_address|company_website|company_phone
https://www.google.com/maps/place/Maisluzservice/data=!4m5!3m4!1s0x935e8b415ed17ab5:0x2b28b5dc55e8afab!8m2!3d-16.589349!4d-49.3363185?authuser=0&hl=pt-BR&rclk=1|Maisluzservice||||Av. do Bosque, Qd 36 - Lt 08 - Floresta, Goiânia - GO, 74477-128|maisluzservice.com.br|(62) 98185-8539
https://www.google.com/maps/place/Cooper+Rama/data=!4m5!3m4!1s0x935e8ae636e4117b:0x39881fc1534afe1b!8m2!3d-16.5936065!4d-49.333803?authuser=0&hl=pt-BR&rclk=1|Cooper Rama|4,5|11 avaliações|Cooperativa|-282, R. JC 66, 254 - Jardim Curitiba, Goiânia - GO, 74481-390|cooperramacooperativa.com|(62) 99291-2244
https://www.google.com/maps/place/Alfa%26omega+eventos+decora%C3%A7%C3%A3es/data=!4m5!3m4!1s0x935e8b29f45c93b1:0x2907450a764afb2!8m2!3d-16.5910827!4d-49.3378984?authuser=0&hl=pt-BR&rclk=1|Alfa&omega eventos decoraçães|||Empresa de organização de eventos|Ainda do bosque quadra 67 lote 07, Goiânia - GO, 74477-128|(62) 99101-9227|CM56+HR Goiânia, Goiás
https://www.google.com/maps/place/Serralheria+Goi%C3%A2nia/data=!4m5!3m4!1s0x935e8be638c26aa7:0xae1d43e8c33104fd!8m2!3d-16.5956653!4d-49.3316966?authuser=0&hl=pt-BR&rclk=1|Serralheria Goiânia|||Metalúrgica|Rua jc63 quadra 130 lote 9 a, Goiânia - GO, 74481-370|youtube.com|(62) 99350-4461
https://www.google.com/maps/place/Saneago/data=!4m5!3m4!1s0x935e8af02c2ce769:0xb685ad28395218ad!8m2!3d-16.5872278!4d-49.3371102?authuser=0&hl=pt-BR&rclk=1|Saneago|5,0|1 avaliação|Companhia de saneamento|Av. Vale dos Sonhos, 1361-1529 - São Domingos, Goiânia - GO, 74477-300|saneago.com.br|CM77+45 São Domingos, Goiânia - GO
https://www.google.com/maps/place/Revenda+Ultragaz/data=!4m5!3m4!1s0x935e8ae5d0e9665d:0x2fa559a8000bf4e3!8m2!3d-16.5910779!4d-49.3328769?authuser=0&hl=pt-BR&rclk=1|Revenda Ultragaz|5,0|2 avaliações|Companhia de gás|R. Jc 69, 69 - Jardim Curitiba, Goiânia - GO, 74481-560|ultragaz.com.br|4003-0123
https://www.google.com/maps/place/CAMISARIA+FIME+COMPANY/data=!4m5!3m4!1s0x935e8bc6c859877f:0xe6d664064cd7fea7!8m2!3d-16.6070463!4d-49.3272491?authuser=0&hl=pt-BR&rclk=1|CAMISARIA FIME COMPANY|4,0|1 avaliação|Loja de Roupa|||
https://www.google.com/maps/place/Encanto+Das+Artes+Company/data=!4m5!3m4!1s0x935e8b2fe0915a65:0x211e72e314849cff!8m2!3d-16.6958759!4d-49.3042674?authuser=0&hl=pt-BR&rclk=1|Encanto Das Artes Company|||Artista||(62) 99107-9304|
https://www.google.com/maps/place/Fharma+Cidad%C3%A3o/data=!4m5!3m4!1s0x935e8bf2e6181fe3:0xfc506e96722a8ed5!8m2!3d-16.5966103!4d-49.3318044?authuser=0&hl=pt-BR&rclk=1|Fharma Cidadão|5,0|4 avaliações|Farmácia|Rua JC 61, quadra 130, lote 16 sala 03 Jardim Curitiba III, Goiânia - GO, 74481-350|fharma-cidadao.negocio.site|(62) 99395-8850
https://www.google.com/maps/place/Metarl%C3%BAgica+Ben%C3%A9+Montagens/data=!4m5!3m4!1s0x935e8b3b1e82b757:0xa1cefed738d81ffa!8m2!3d-16.5842043!4d-49.3354803?authuser=0&hl=pt-BR&rclk=1|Metarlúgica Bené Montagens|||Metalúrgica|R. BS-6, Qd 12 - São Domingos, Goiânia - GO, 74477-395|CM87+8R São Domingos, Goiânia - GO|
https://www.google.com/maps/place/Droga+Nely's/data=!4m5!3m4!1s0x935e8addd91c2923:0xd3890f60205fbee0!8m2!3d-16.5971544!4d-49.329966?authuser=0&hl=pt-BR&rclk=1|Droga Nely's|5,0|5 avaliações|Farmácia|Av. do Povo, Quadra 14 - Lote 08 - Jardim Curitiba, Goiânia - GO, 74481-300|droga-nelys.business.site|(62) 99193-1093
https://www.google.com/maps/place/Company+cortes+de+malhas+em+geral/data=!4m5!3m4!1s0x935e8ba270f6c015:0x3c4b578bda7a1fd!8m2!3d-16.6958759!4d-49.3042674?authuser=0&hl=pt-BR&rclk=1|Company cortes de malhas em geral|||Commercial cleaning service|(62) 99689-1486||
https://www.google.com/maps/place/ETA+Eng.+Rodolfo+Jos%C3%A9+da+Costa+e+Silva/data=!4m5!3m4!1s0x935e8afe5bdc4515:0x409b7d55b25b4828!8m2!3d-16.5814094!4d-49.330162?authuser=0&hl=pt-BR&rclk=1|ETA Eng. Rodolfo José da Costa e Silva|4,5|13 avaliações|Companhia de saneamento|Floresta, Goiânia - GO|CM99+CW Floresta, Goiânia - GO|
https://www.google.com/maps/place/Landeck/data=!4m5!3m4!1s0x935ef5336f442ac7:0x4e22c1f562339632!8m2!3d-16.6114219!4d-49.3340784?authuser=0&hl=pt-BR&rclk=1|Landeck|5,0|2 avaliações|Empresa de hospedagem na Web|AL. Córrego Fundo QD 100 CH 17 - Jardim Novo Planalto, Goiânia - GO, 74480-060|9MQ8+C9 Goiânia, Goiás|
https://www.google.com/maps/place/Br+G%C3%A1s/data=!4m5!3m4!1s0x94a10d6e4f47618d:0xde95ac9abaab9b65!8m2!3d-16.5885486!4d-49.3408661?authuser=0&hl=pt-BR&rclk=1|Br Gás|||Companhia de gás|Rua 0127 301 - qd F29 lt 40 E, GO|CM65+HM Goiânia, GO|Reivindicar esta empresa
https://www.google.com/maps/place/Zaptodo/data=!4m5!3m4!1s0x935e8b4c12279303:0xd64f68ba578d8746!8m2!3d-14.2400603!4d-51.4106432?authuser=0&hl=pt-BR&rclk=1|Zaptodo|||Empresa de Software||(62) 99698-6199|
https://www.google.com/maps/place/Atrio+Engenharia/data=!4m5!3m4!1s0x935e8b0fab0aab25:0x7df63501345b7491!8m2!3d-16.6037765!4d-49.3422479?authuser=0&hl=pt-BR&rclk=1|Atrio Engenharia|5,0|1 avaliação|Construtora|rua jc 4 qd 32 lt 12 jardim curitiba 2, Goiânia - GO, 74480-470|(62) 99483-0847|9MW5+F4 Goiânia, Goiás
https://www.google.com/maps/place/Debret+Construtora+e+Incorporadora/data=!4m5!3m4!1s0x935e8a95792263cb:0xceaa06865755c9e7!8m2!3d-16.5993006!4d-49.3473611?authuser=0&hl=pt-BR&rclk=1|Debret Construtora e Incorporadora|3,0|1 avaliação|Construtora|Rua T 29 Q 89 - s/n lt 19, GO, 74215-050|Reivindicar esta empresa|
https://www.google.com/maps/place/Mauer+Com%C3%A9rcio+e+Importa%C3%A7%C3%A3o/data=!4m5!3m4!1s0x935e8ad19abde66b:0x2f1278b639c33467!8m2!3d-16.6099861!4d-49.332902?authuser=0&hl=pt-BR&rclk=1|Mauer Comércio e Importação|||Empresa de importação e exportação|R. JC 40, 339 - Jardim Curitiba, Goiânia - GO, 74481-130|9MR8+2R Jardim Curitiba, Goiânia - GO|Reivindicar esta empresa
https://www.google.com/maps/place/ETA+MEIA+PONTE+SANEAGO/data=!4m5!3m4!1s0x935e8b1a87404367:0xbcbf9fc66014640c!8m2!3d-16.5813342!4d-49.3296587?authuser=0&hl=pt-BR&rclk=1|ETA MEIA PONTE SANEAGO|5,0|1 avaliação|Companhia de saneamento|Unnamed Road - Floresta, Goiânia - GO|Reivindicar esta empresa|
https://www.google.com/maps/place/Center+Company+Cursos+Profissionalizantes+(unidade+goiania)/data=!4m5!3m4!1s0x935e8b5d2233e177:0xd6660e517609c081!8m2!3d-16.6076014!4d-49.3454327?authuser=0&hl=pt-BR&rclk=1|Center Company Cursos Profissionalizantes (unidade goiania)|5,0|4 avaliações|Escola de informática|R. JC-16 A, 36196 - Jardim Curitiba, Goiânia - GO, 74480-510|facebook.com|(62) 98642-5337
https://www.google.com/maps/place/Drogalima+Sua+Sa%C3%BAde+Em+Boas+M%C3%A3os/data=!4m5!3m4!1s0x935e8badc168a7d5:0x75aa0ab9d86abaf9!8m2!3d-16.6027308!4d-49.325002?authuser=0&hl=pt-BR&rclk=1|Drogalima Sua Saúde Em Boas Mãos|||Farmácia|Rua 25 de Março, Q. 185, R. L. Quatro, S/N - Parque Tremendao, Goiânia - GO, 74475-820|(62) 99980-3853|9MWF+WX Parque Tremendao, Goiânia - GO
https://www.google.com/maps/place/Escorpi%C3%A3o+Rei+do+G%C3%A1s/data=!4m5!3m4!1s0x935e8bc055bc19cb:0x5a926fd32831e5a1!8m2!3d-16.6012069!4d-49.3460792?authuser=0&hl=pt-BR&rclk=1|Escorpião Rei do Gás|5,0|1 avaliação|Companhia de gás|R. A. Sete - Da Vitoria, Goiânia - GO, 74477-026|(62) 99196-7338|9MX3+GH Da Vitoria, Goiânia - GO
https://www.google.com/maps/place/Cooper+G%C3%A1s+Brasil+-+Revenda+de+G%C3%A1s+GLP+e+%C3%81gua+mineral/data=!4m5!3m4!1s0x935e8b80751af8e9:0x81fba2e5d0d821b7!8m2!3d-16.605047!4d-49.3450191?authuser=0&hl=pt-BR&rclk=1|Cooper Gás Brasil - Revenda de Gás GLP e Água mineral|5,0|3 avaliações|Empresa de petróleo e gás natural|Av. Comercial, quadra 12 - lote 10 - Da Vitoria, Goiânia - GO, 74477-012|(62) 99121-9638|9MV3+XX Da Vitoria, Goiânia - GO
https://www.google.com/maps/place/STA+Brasil/data=!4m5!3m4!1s0x935e8ac99b3e907b:0x2f54db3534f72edd!8m2!3d-16.602623!4d-49.3388325?authuser=0&hl=pt-BR&rclk=1|STA Brasil|4,5|4 avaliações|Empresa de Software|Rua Jc, 43 - Jardim Curitiba II, Goiânia - GO, 74481-190|(62) 98167-2917|9MW6+XF Goiânia, Goiás
https://www.google.com/maps/place/Kids+Company+Camisetas/data=!4m5!3m4!1s0x935ef5fe067e1a15:0xf3fa7e73a9ded336!8m2!3d-16.6143256!4d-49.325228?authuser=0&hl=pt-BR&rclk=1|Kids Company Camisetas|5,0|1 avaliação|Loja de Roupa|||
https://www.google.com/maps/place/Alumni+Engenharia/data=!4m5!3m4!1s0x935e8b714a00f28d:0x5ad5741203e721f0!8m2!3d-16.609285!4d-49.3393318?authuser=0&hl=pt-BR&rclk=1|Alumni Engenharia|5,0|1 avaliação|Civil engineering company|Rua JC 04 QD 12 Chacara 15A Jardim Curitiba, 2, Goiânia - GO, 74480-470|(62) 99206-3501|9MR6+77 Goiânia, Goiás
https://www.google.com/maps/place/THL+metal%C3%BArgica/data=!4m5!3m4!1s0x935e8bbef0306721:0x40ce3e6dc9176992!8m2!3d-16.5952653!4d-49.3467681?authuser=0&hl=pt-BR&rclk=1|THL metalúrgica|||Metalúrgica|Rua Sc-09, quadra 30 lote 24 - São Carlos, Goiânia - GO, 74477-088|(62) 3877-5479|CM33+V7 São Carlos, Goiânia - GO
https://www.google.com/maps/place/Araujo+Engenharia+ltda/data=!4m5!3m4!1s0x935e8b2811cd7bc9:0xf54c357b1a99bb8e!8m2!3d-16.6068846!4d-49.3271794?authuser=0&hl=pt-BR&rclk=1|Araujo Engenharia ltda|||Construtora|C 0159, QD – Quadra 256, LT – Lote 4, Goiânia - GO, 74255-140|araujoconstrutora.com.br|(62) 3991-2270
https://www.google.com/maps/place/Farmacia+Central/data=!4m5!3m4!1s0x935e8b9c0e0aee67:0x773148aa5f563236!8m2!3d-16.6071506!4d-49.3461339?authuser=0&hl=pt-BR&rclk=1|Farmacia Central|5,0|1 avaliação|Farmácia|Rua JC- 02 Q. 02 L.02 - Jardim Curitiba, Goiânia - GO, 74480-450|(62) 3595-6307|9MV3+4G Goiânia, Goiás
https://www.google.com/maps/place/WS+Transportes+Rodovi%C3%A1rios/data=!4m5!3m4!1s0x935e8b71a10880dd:0x4ff38c3227eaeff7!8m2!3d-16.6030554!4d-49.3412837?authuser=0&hl=pt-BR&rclk=1|WS Transportes Rodoviários|||Empresa de transporte rodoviário|R. JC 7, Quadra 33 - Lote 11 - Jardim Curitiba, Goiânia - GO, 74481-020|(62) 98189-9028|9MW5+QF Jardim Curitiba, Goiânia - GO
https://www.google.com/maps/place/Golden+Sol+Energia+Solar/data=!4m5!3m4!1s0x935e8b43224335c3:0xa4328f0909a9510e!8m2!3d-16.5930262!4d-49.3155994?authuser=0&hl=pt-BR&rclk=1|Golden Sol Energia Solar|||Fornecedor de equipamentos a energia solar|Rua pinheiros N 123, Qd.14/17 lt.21 - St. Estrela Dalva, Goiânia - GO, 74475-277|golden-sol.negocio.site|(62) 99408-9779
https://www.google.com/maps/place/Knd+Cadeiras/data=!4m5!3m4!1s0x935e8b90d959ce75:0x9f5fcd70364e1444!8m2!3d-16.5907837!4d-49.3342334?authuser=0&hl=pt-BR&rclk=1|Knd Cadeiras|5,0|5 avaliações|Fabricante|R. JC 15 - Jardim Curitiba, Goiânia - GO, 74480-480|(62) 98515-9080|CM58+M8 Jardim Curitiba, Goiânia - GO
https://www.google.com/maps/place/Renascer+G%C3%A1s/data=!4m5!3m4!1s0x935e8b49065f786f:0x6ae9379525bd24cf!8m2!3d-16.6051139!4d-49.3362359?authuser=0&hl=pt-BR&rclk=1|Renascer Gás|4,8|5 avaliações|Companhia de gás|Av do Povo. Qd 11, Lt16 Esquina com a JC 10 Jd. Curitiba II, Goiânia - GO, 74480-800|(62) 3581-5741|9MV7+XG Goiânia, Goiás
https://www.google.com/maps/place/ETA+MEIA+PONTE+SANEAGO/data=!4m5!3m4!1s0x935e8b7df161219d:0xcc0b46c817528a3f!8m2!3d-16.6089193!4d-49.3407525?authuser=0&hl=pt-BR&rclk=1|ETA MEIA PONTE SANEAGO|||Companhia de saneamento|Av. do Povo, s/n - Floresta, Goiânia - GO, 74480-800|9MR5+CM Floresta, Goiânia - GO|Reivindicar esta empresa
https://www.google.com/maps/place/Ludial+-+Empresas+de+mudan%C3%A7as+em+Goi%C3%A2nia,+Frete+e+Mudan%C3%A7as+em+Goi%C3%A2nia./data=!4m5!3m4!1s0x935e8a891d274ae1:0xba6cfd11e75ac1ae!8m2!3d-16.6010262!4d-49.3488313?authuser=0&hl=pt-BR&rclk=1|Ludial - Empresas de mudanças em Goiânia, Frete e Mudanças em Goiânia.|4,8|13 avaliações|Mudanças|RUA A 16 QD 55 LT 13 - Da Vitoria, Goiânia - GO, 74477-024|ludialmudancas.com.br|(62) 99157-0468
https://www.google.com/maps/place/Revenda+Ultragaz/data=!4m5!3m4!1s0x935e8ad74b25b003:0xb14df3a7e6aeb4df!8m2!3d-16.6062512!4d-49.3292836?authuser=0&hl=pt-BR&rclk=1|Revenda Ultragaz|4,0|5 avaliações|Companhia de gás|R. Fátima Guedes - Parque Tremendao, Goiânia - GO, 74475-017|ultragaz.com.br|4003-0123
https://www.google.com/maps/place/Metal+Arte+-+Acrilico,+Policarbonato,+Painel+Wall,+A%C3%A7o+Carbono,/data=!4m5!3m4!1s0x935e8b27e5c1d87d:0x22c6732c29d9b506!8m2!3d-16.6032026!4d-49.3238298?authuser=0&hl=pt-BR&rclk=1|Metal Arte - Acrilico, Policarbonato, Painel Wall, Aço Carbono,||||Av Otavio Lucio qd16/9 Lote 23 - St. Estrela Dalva, Goiânia - GO, 74475-260|9MWG+PF St. Estrela Dalva, Goiânia - GO|
https://www.google.com/maps/place/Esta%C3%A7%C3%A3o+Telem%C3%A9trica+Rio+Meia+Ponte+Goi%C3%A2nia/data=!4m5!3m4!1s0x935e8b60a224292d:0x8475a5a7e5a45462!8m2!3d-16.5686516!4d-49.3285184?authuser=0&hl=pt-BR&rclk=1|Estação Telemétrica Rio Meia Ponte Goiânia|||Companhia de saneamento|Goiânia, GO|Reivindicar esta empresa|
https://www.google.com/maps/place/Company+Calcados+e+Esportes/data=!4m5!3m4!1s0x935ef5e3346106f7:0x5860f254621ef260!8m2!3d-16.6207101!4d-49.3233545?authuser=0&hl=pt-BR&rclk=1|Company Calcados e Esportes|5,0|7 avaliações|Loja de artigos para esportes ao ar livre|||
https://www.google.com/maps/place/AZ+ENGENHARIA+E+BARRAGENS/data=!4m5!3m4!1s0x935e8b6610003371:0x28f16c2153967b0b!8m2!3d-16.6041225!4d-49.3273869?authuser=0&hl=pt-BR&rclk=1|AZ ENGENHARIA E BARRAGENS||||R. Divino Pascoal de Oliveira, 321 - Cidade Jardim, Goiânia - GO, 74425-220|azengenhariaebarragem.com|(62) 98299-5405
https://www.google.com/maps/place/Company+Consultoria+e+Contabilidade/data=!4m5!3m4!1s0x935ef5403319ae3f:0xe6461fea85cd830d!8m2!3d-16.66371!4d-49.3298726?authuser=0&hl=pt-BR&rclk=1|Company Consultoria e Contabilidade|||Perito em contabilidade|Avenida Padre Feijó, R. 25 de Março, 18 - Qd. 83, Goiânia - GO, 74453-180|ueniweb.com|(62) 98597-0310
https://www.google.com/maps/place/Construtora+Castanheira/data=!4m5!3m4!1s0x935e8ad654cf4349:0x930a4cb22e69b1d6!8m2!3d-16.606914!4d-49.3270374?authuser=0&hl=pt-BR&rclk=1|Construtora Castanheira|||Construtora|Rua MA 13 Rua L. B, 02 - nº 211, Qd. 05 - Res. Olinda, Goiânia - GO|(62) 99823-5252|9MVF+65 Goiânia, Goiás
https://www.google.com/maps/place/Diellen+Imports/data=!4m5!3m4!1s0x935e8b35f03d1f9f:0xc00bec486b361453!8m2!3d-16.6131235!4d-49.3267671?authuser=0&hl=pt-BR&rclk=1|Diellen Imports|||Empresa de importação e exportação|Rua 132c Qd. F29 Lt.03 casa 05, Goiânia - GO, 74093-210|Reivindicar esta empresa|
https://www.google.com/maps/place/UnityCloud+-+Solu%C3%A7%C3%B5es+em+Cloud+Computing/data=!4m5!3m4!1s0x935ef3a84b730859:0x6850a5732383ef2c!8m2!3d-14.2400603!4d-51.4106432?authuser=0&hl=pt-BR&rclk=1|UnityCloud - Soluções em Cloud Computing|4,6|7 avaliações|Empresa de hospedagem na Web||(62) 4141-0994|
https://www.google.com/maps/place/Drogaria+liberdade/data=!4m5!3m4!1s0x935e8bb6a1bf80ad:0x1393c3557a79275d!8m2!3d-16.6089193!4d-49.3407525?authuser=0&hl=pt-BR&rclk=1|Drogaria liberdade|||Farmácia|Av. do Povo - Jardim Curitiba, Goiânia - GO|(62) 3595-2424|9MR5+CM Goiânia, Goiás
https://www.google.com/maps/place/Mc+Company/data=!4m5!3m4!1s0x935ef3f4edd84c29:0x206f19d2ceda94b4!8m2!3d-16.6622818!4d-49.2806086?authuser=0&hl=pt-BR&rclk=1|Mc Company|5,0|3 avaliações|Fabricante|R. 2, 183-321 - Vila Isaura, Goiânia - GO, 74553-040|8PQ9+3Q Vila Isaura, Goiânia - GO|Reivindicar esta empresa
https://www.google.com/maps/place/MC+Company+-+Loja+05+Goi%C3%A1s+Center+Modas/data=!4m5!3m4!1s0x935ef3bd7fc90b5d:0x4bb9724ef1e95dec!8m2!3d-16.649359!4d-49.263558?authuser=0&hl=pt-BR&rclk=1|MC Company - Loja 05 Goiás Center Modas|2,8|4 avaliações|Loja de moda feminina|||
